transaction_id,account_id,amount,currency,merchant_category_code,created_at
24713b6e-fb4e-4bfc-b349-e5e557224969,acct-330,95473.45,EUR,4016,2026-09-19 09:06:15.580694+00:00
5dda0943-a7a8-4647-a5bb-bd67f60b4121,acct-372,91855,GBP,8454,2026-09-19 09:06:15.580694+00:00
22094208-a95a-4d02-8a11-cfe12a7b1576,acct-541,68935.42,USD,1759,2026-09-19 09:06:15.580694+00:00
9d69ae64-40a1-41b5-bbd1-452611638903,acct-847,29177.94,USD,9474,2026-09-19 09:06:15.580694+00:00
f9d526cc-37df-4e05-b208-0d4885594625,acct-700,27533.53,GBP,8257,2026-09-19 09:06:15.580694+00:00
330b5d90-3893-4eca-ab81-4236eeeeef9a,acct-337,66203.49,USD,1168,2026-09-19 09:06:15.580694+00:00
6f479726-4c4c-4ece-8bed-7c3870af3715,acct-260,68115.34,GBP,1654,2026-09-19 09:06:15.580694+00:00
2493fe78-9352-4245-9d09-5cc78e11d2a6,acct-422,45894.35,INR,4248,2026-09-19 09:06:15.580694+00:00
18c1512a-1245-46dd-ad63-530d2b01e296,acct-633,24951.77,USD,2825,2026-09-19 09:06:15.580694+00:00
8768da3f-4356-454b-af91-12488888ab2a,acct-873,42051.92,EUR,4008,2026-09-19 09:06:15.580694+00:00
c675de36-c899-4ed1-9e6f-5fe1e340e6cb,acct-914,97284.21,INR,2050,2026-09-19 09:06:15.580694+00:00
2af9cae0-46c8-4538-98c4-995dc8c252f2,acct-743,24033.75,USD,413,2026-09-19 09:06:15.580694+00:00
a98dac2e-6c1a-44a2-83c3-cfbcbaf09f71,acct-253,95625.24,EUR,6464,2026-09-19 09:06:15.580694+00:00
411263ef-ffdf-4409-895d-0998d7e03d5c,acct-638,70831.98,USD,2058,2026-09-19 09:06:15.580694+00:00
aea4c5af-7576-41eb-81ab-e8d4f31df685,acct-371,79051.45,EUR,9074,2026-09-19 09:06:15.580694+00:00
8458ae76-f013-4d7b-9047-411d3aed6bfa,acct-720,28213.16,INR,1211,2026-09-19 09:06:15.580694+00:00
3524cb9c-f87e-4eff-9ed5-f4c78c17184c,acct-613,81550.52,INR,2812,2026-09-19 09:06:15.580694+00:00
f7026f97-00a4-4154-a3c3-2c63e507c954,acct-824,17025.85,GBP,3432,2026-09-19 09:06:15.580694+00:00
0fda3b86-625d-4b93-829b-e8518e2c907c,acct-289,7335.89,EUR,1967,2026-09-19 09:06:15.580694+00:00
71472130-b749-4e4c-b7b9-84d9971e9948,acct-530,64392.34,INR,2645,2026-09-19 09:06:15.580694+00:00
14dc3434-17ce-4483-91bd-20ca07273f18,acct-92,44167.24,USD,3078,2026-09-19 09:06:15.580694+00:00
e92d5fcc-4782-4eb0-84e8-fd4f0fd6049f,acct-563,20196.42,INR,6952,2026-09-19 09:06:15.580694+00:00
cf501d18-3122-4987-a124-3189bbd052f3,acct-151,86657.13,EUR,4028,2026-09-19 09:06:15.580694+00:00
71ba35b0-2ea0-471c-9eb3-52413d5c8004,acct-238,71947.19,INR,3292,2026-09-19 09:06:15.580694+00:00
ba256674-3909-4759-80eb-c5dd6caa76aa,acct-512,87490.81,INR,685,2026-09-19 09:06:15.580694+00:00
36e2d3c6-f9b8-4a65-aa2c-dacbf36f95f9,acct-170,76678.9,USD,4342,2026-09-19 09:06:15.580694+00:00
849d67ef-f560-454c-81a5-78af4842cd53,acct-9,59162.69,GBP,1390,2026-09-19 09:06:15.580694+00:00
1671e00c-0694-426a-a2fc-75d864e9d929,acct-399,38545.34,USD,3513,2026-09-19 09:06:15.580694+00:00
c11405e7-e80f-45da-bed6-f05fbcb20904,acct-976,61601.1,INR,7964,2026-09-19 09:06:15.580694+00:00
ebb5ea0d-a5ce-481d-8afe-5a844c75df2e,acct-622,65827.02,EUR,2940,2026-09-19 09:06:15.580694+00:00
dbb15fbd-3dbb-4eff-a157-0ea02de0c6f8,acct-359,68475.5,EUR,4404,2026-09-19 09:06:15.580694+00:00
cce4f722-c4df-43bf-a157-b911f63efc0a,acct-234,74043.78,INR,4310,2026-09-19 09:06:15.580694+00:00
6847e306-0b3f-440e-a549-1d1f2c1d012a,acct-274,23669.25,INR,2079,2026-09-19 09:06:15.580694+00:00
9c486d8a-a8b7-46c9-8a6b-e5f164d10e0f,acct-967,59686.43,USD,3069,2026-09-19 09:06:15.580694+00:00
ed1c7aef-cc7b-48d7-b858-148184716bb4,acct-280,44996.79,INR,5386,2026-09-19 09:06:15.580694+00:00
776220d4-3699-470d-abf4-54de11b3c96f,acct-951,69866.52,GBP,4245,2026-09-19 09:06:15.580694+00:00
88d969e1-7e29-4a8b-9811-fb5868ea45a9,acct-316,44587.81,INR,8321,2026-09-19 09:06:15.580694+00:00
78ae39d6-d111-4289-974d-761ac1596711,acct-105,87761.7,USD,4648,2026-09-19 09:06:15.580694+00:00
5bf76405-d067-427d-a9f3-e7b2fd090dcf,acct-734,92112.48,EUR,520,2026-09-19 09:06:15.580694+00:00
f7605b6e-c479-41ae-8a52-0dc621feb371,acct-328,42117.57,GBP,7017,2026-09-19 09:06:15.580694+00:00
a1b68449-184f-4fbc-83b8-85172c8b2465,acct-853,55147.8,INR,3524,2026-09-19 09:06:15.580694+00:00
5eea3978-f789-4069-87ad-125c5c006c64,acct-994,48928.34,INR,3728,2026-09-19 09:06:15.580694+00:00
3101f07f-9f26-4cbc-86f3-8951288bc7f2,acct-683,35488.64,GBP,1041,2026-09-19 09:06:15.580694+00:00
ccd6512d-0c0c-441c-9e05-d6becce2606c,acct-956,95791.63,EUR,5072,2026-09-19 09:06:15.580694+00:00
41072694-2c76-4d76-b737-6f9646a6d4b1,acct-85,26828.02,GBP,9959,2026-09-19 09:06:15.580694+00:00
d79d1a27-f248-42b9-834f-1587ea0d8810,acct-138,63988.01,USD,3307,2026-09-19 09:06:15.580694+00:00
5711e46c-9c17-4a16-a903-d2d52720e3c2,acct-634,73590.64,INR,1770,2026-09-19 09:06:15.580694+00:00
dc131fd5-b85b-4647-a525-cfc6363bfffc,acct-118,22655.27,EUR,8451,2026-09-19 09:06:15.580694+00:00
3b4fb04d-7c1f-4f4a-a6c1-0698545e6fbd,acct-280,51913.45,INR,4660,2026-09-19 09:06:15.580694+00:00
6c95fe9e-9f7e-4e72-8091-43a27ea4ac6a,acct-808,11768.14,USD,5299,2026-09-19 09:06:15.580694+00:00
44f6bf01-2da4-4307-b50a-33007dd0efd9,acct-36,86739.05,EUR,3992,2026-09-19 09:06:15.580694+00:00
aac0bbe0-bb9f-4bd2-a116-3dccf229a7cc,acct-516,22788.95,GBP,6891,2026-09-19 09:06:15.580694+00:00
c498840b-916e-4508-b018-100c4beb687d,acct-442,38295.14,GBP,1200,2026-09-19 09:06:15.580694+00:00
126d1ccd-b683-4e6c-a721-4720a18dacf4,acct-482,22437.56,EUR,9194,2026-09-19 09:06:15.580694+00:00
29f57649-f27d-4320-a9c6-c900ab57d5a5,acct-868,27926.74,GBP,4909,2026-09-19 09:06:15.580694+00:00
dc72a6bb-3333-44e1-8dcb-183ce646dd3b,acct-744,17534.34,EUR,9157,2026-09-19 09:06:15.580694+00:00
71be075c-6844-4531-91c3-543bf2bc0897,acct-582,36960.29,INR,6567,2026-09-19 09:06:15.580694+00:00
c53b65a8-14e8-4c4e-9898-308c03161d38,acct-657,17646.89,GBP,1023,2026-09-19 09:06:15.580694+00:00
d6598c5f-d9d5-4a64-93e0-d74fc05967ad,acct-744,140.89,USD,26,2026-09-19 09:06:15.580694+00:00
2a9ed76e-ab10-4d8d-b292-671d5154dcd1,acct-183,51642.37,GBP,7419,2026-09-19 09:06:15.580694+00:00
d62b12a0-151d-48f4-b8d8-9c7a04dcd7c1,acct-125,34896.8,USD,506,2026-09-19 09:06:15.580694+00:00
ec4c244c-f0c5-40ee-add7-ea6f2f72e647,acct-834,94140.82,EUR,372,2026-09-19 09:06:15.580694+00:00
8aa4fdc7-32e9-4354-86f9-2f42aa42d990,acct-297,57724.78,GBP,6736,2026-09-19 09:06:15.580694+00:00
18572f6c-4e23-4a1e-8975-a1db9cb6bf0a,acct-800,68425.93,GBP,3932,2026-09-19 09:06:15.580694+00:00
6a6222e9-b2a5-42f1-b51e-5f667dcc1c53,acct-171,76584.4,GBP,7788,2026-09-19 09:06:15.580694+00:00
1db358d4-18e3-4619-b1b4-b6d5d7557bcf,acct-429,54503.01,GBP,4766,2026-09-19 09:06:15.580694+00:00
f3aa56d4-a7db-496b-b05d-720511520fbd,acct-176,2646.52,USD,3384,2026-09-19 09:06:15.580694+00:00
7626d41b-3ba4-43eb-8ec4-4b71351a52f6,acct-995,26672.71,INR,4631,2026-09-19 09:06:15.580694+00:00
90413919-0bd8-48b4-94ed-e82e2733d416,acct-20,9184.29,GBP,5967,2026-09-19 09:06:15.580694+00:00
d6a660ad-c5bf-4483-9c2a-29183769eb20,acct-480,56437.93,INR,3528,2026-09-19 09:06:15.580694+00:00
50558150-6383-4147-bb72-7772c10a1bec,acct-9,61929.91,INR,5154,2026-09-19 09:06:15.580694+00:00
b803f70f-deac-41cd-b3b4-298437b4e8bc,acct-503,55259.98,GBP,6642,2026-09-19 09:06:15.580694+00:00
e8af320e-5530-4f57-b483-b405a7b59f0a,acct-914,71579.62,GBP,8501,2026-09-19 09:06:15.580694+00:00
1132f1d2-bd35-4278-a159-f70c0005656f,acct-171,73165.43,GBP,444,2026-09-19 09:06:15.580694+00:00
d16f373d-7ac9-4d20-b5c3-bc7896c96efe,acct-705,84871.49,USD,8375,2026-09-19 09:06:15.580694+00:00
b41eead8-a728-44a5-9bc3-dc67d1471136,acct-819,66952.37,GBP,7499,2026-09-19 09:06:15.580694+00:00
04a44591-a4ac-4075-ae4e-829a52ddd464,acct-772,66767.67,EUR,7981,2026-09-19 09:06:15.580694+00:00
537832ce-d1f7-4d65-a2c4-5f2f695c8a6f,acct-835,8286.76,INR,217,2026-09-19 09:06:15.580694+00:00
4cb1f9b8-51b5-48a8-b6fa-2d8769ed6dc6,acct-399,1788.08,INR,5617,2026-09-19 09:06:15.580694+00:00
a6a8c803-701b-41b3-a198-6bec5f2f6788,acct-941,30929.52,GBP,7356,2026-09-19 09:06:15.580694+00:00
c191cbf7-1cef-4b98-8a6c-a070e99911c3,acct-722,37247.91,INR,2200,2026-09-19 09:06:15.580694+00:00
5b91412c-07d3-46e6-8a4b-afb08fd4634a,acct-397,46652.7,GBP,4272,2026-09-19 09:06:15.580694+00:00
5c086c85-5d0a-4794-9076-85a216e97505,acct-59,34349.79,EUR,8449,2026-09-19 09:06:15.580694+00:00
069ab7e0-a8a1-486f-a42b-ad1c52d48932,acct-838,70453.83,INR,6665,2026-09-19 09:06:15.580694+00:00
256ec27e-17cd-4a8b-a424-486ecaa46365,acct-316,86091.45,GBP,9592,2026-09-19 09:06:15.580694+00:00
d7fe05c6-4808-4be6-9dd0-bf66fdfc6df4,acct-725,41172.17,EUR,2093,2026-09-19 09:06:15.580694+00:00
0e4cf6c3-4c1a-48c8-ad40-b2412cd0b212,acct-914,89444.04,EUR,2217,2026-09-19 09:06:15.580694+00:00
b72bb874-76fe-4b86-a133-5318f06e34a5,acct-759,9593.37,USD,6124,2026-09-19 09:06:15.580694+00:00
741801b8-cd4b-48d4-9f14-c96e55982648,acct-506,37778.04,USD,4885,2026-09-19 09:06:15.580694+00:00
191ef1ec-1297-489b-839a-acac64df6035,acct-26,88375.08,USD,7775,2026-09-19 09:06:15.580694+00:00
d150e9bf-134d-45ed-b573-8cc03827fe21,acct-817,80230.14,GBP,1330,2026-09-19 09:06:15.580694+00:00
f4030cf8-5f2a-467e-9ec2-bcd969b9f87a,acct-691,86456.73,EUR,230,2026-09-19 09:06:15.580694+00:00
a9e3e12b-fea9-452b-a990-f44be52da37e,acct-459,93945.12,EUR,5086,2026-09-19 09:06:15.580694+00:00
cd29e8aa-8513-4741-84a9-a9f0be4a5be8,acct-583,2276.26,EUR,4724,2026-09-19 09:06:15.580694+00:00
acb15154-d17b-4600-9bfb-97a1d0db7ded,acct-780,22935.75,GBP,4944,2026-09-19 09:06:15.580694+00:00
15f3efe3-c88b-4a56-930d-6ecc953cd1e4,acct-770,84701.4,USD,3813,2026-09-19 09:06:15.580694+00:00
d6977f5e-340e-4ea9-afa0-8f68f38fef65,acct-2,42122.23,EUR,3953,2026-09-19 09:06:15.580694+00:00
f828143c-1522-42a7-9322-b16f386dc64f,acct-659,65338.87,INR,8384,2026-09-19 09:06:15.580694+00:00
084f6af5-8488-4a71-8d9a-90b1679ac770,acct-428,42136.91,INR,8283,2026-09-19 09:06:15.580694+00:00
e1a6e0bb-d29e-4a4e-9006-88fa53abec7e,acct-432,98366.81,INR,5867,2026-09-19 09:06:15.580694+00:00
3d453bc7-8722-4dab-a7cd-5763c29319df,acct-562,7434.34,USD,841,2026-09-19 09:06:15.580694+00:00
f96d4ddc-42f8-4621-9df1-dca6be93085d,acct-354,74346.46,GBP,6598,2026-09-19 09:06:15.580694+00:00
c92b5574-e1df-45fc-a0d7-0b056e0ab0c0,acct-822,40939.53,INR,7211,2026-09-19 09:06:15.580694+00:00
a9bde8ca-9815-40c3-99be-1233dbb017de,acct-9,82010.17,USD,8607,2026-09-19 09:06:15.580694+00:00
e67a8f70-92b7-4c3e-82a8-c488f0a91865,acct-100,64769.78,INR,833,2026-09-19 09:06:15.580694+00:00
b8e2ff80-7f38-4727-8200-4791ec163daf,acct-764,8675.03,USD,3308,2026-09-19 09:06:15.580694+00:00
b9db8b79-d7d8-4271-9b18-dcbb3ab9eead,acct-131,57485.7,GBP,792,2026-09-19 09:06:15.580694+00:00
749987dc-904a-4170-bda9-1cd520584478,acct-785,12837.73,INR,3667,2026-09-19 09:06:15.580694+00:00
2617a12f-cb9f-4308-8821-bc853f789ac7,acct-374,91759.87,GBP,4885,2026-09-19 09:06:15.580694+00:00
70f3c58e-411c-4434-9b41-b0369c6f2202,acct-236,51353.67,INR,5146,2026-09-19 09:06:15.580694+00:00
4099928a-7ab4-4f8a-9cf6-7c535052abea,acct-467,21370.14,EUR,4531,2026-09-19 09:06:15.580694+00:00
1b072a22-6a54-48fc-88d4-999daa2a7b3d,acct-746,76661.28,EUR,2811,2026-09-19 09:06:15.580694+00:00
33b095d7-778e-4729-9535-62eceb9202a6,acct-290,40686.06,INR,1062,2026-09-19 09:06:15.580694+00:00
5a9be53a-64f5-4cb5-a1c9-aa6874cac00b,acct-698,34830.58,INR,2573,2026-09-19 09:06:15.580694+00:00
9bf9a896-22ba-46f3-bb47-0d10e32483b4,acct-942,27501.38,USD,8763,2026-09-19 09:06:15.580694+00:00
1c81fe77-7ed4-469f-b83e-a2accf84245f,acct-740,53785.46,GBP,8622,2026-09-19 09:06:15.580694+00:00
60155f24-67ee-4f3b-90f0-180f10a846da,acct-446,72913.49,USD,8040,2026-09-19 09:06:15.580694+00:00
209e606b-8635-4526-984e-3ffd6a02b2da,acct-945,22928.31,EUR,1794,2026-09-19 09:06:15.580694+00:00
c497ae8c-f963-47c4-9d35-4167c7d47982,acct-528,52130.34,USD,666,2026-09-19 09:06:15.580694+00:00
0576a5b4-0d1a-44ef-93c6-33c15f6c24bc,acct-364,31814.14,INR,5185,2026-09-19 09:06:15.580694+00:00
7a2896d4-9891-4ca3-9e9a-c0c410f00793,acct-791,67441.05,INR,9105,2026-09-19 09:06:15.580694+00:00
051287c6-cd63-441d-a114-9d5637bf32ad,acct-189,17805.47,EUR,8688,2026-09-19 09:06:15.580694+00:00
86124acb-e63e-42af-b8c6-e4a65d38896d,acct-839,96645.26,GBP,4411,2026-09-19 09:06:15.580694+00:00
994a9ec3-6544-4918-8b52-b57dc15b5473,acct-199,18684.96,EUR,1636,2026-09-19 09:06:15.580694+00:00
ff7fb4d1-9c3c-42d8-bbb2-dde1c4f659d7,acct-709,10420.59,INR,5991,2026-09-19 09:06:15.580694+00:00
9ec23a70-89a6-4f03-9460-87605eb41642,acct-561,37210,INR,9767,2026-09-19 09:06:15.580694+00:00
f1bb8152-78fd-40c4-b19d-9349fd98db77,acct-163,54040.9,INR,2544,2026-09-19 09:06:15.580694+00:00
1f6d8fce-9fb5-44ae-bed6-2279dfd69855,acct-994,79183.71,GBP,8030,2026-09-19 09:06:15.580694+00:00
c734ff09-aa8d-48df-aff1-cd84caebf3d3,acct-60,57656.56,INR,7337,2026-09-19 09:06:15.580694+00:00
8ee2c5f6-f660-4746-8c94-7c01415b678b,acct-280,8938.85,GBP,4078,2026-09-19 09:06:15.580694+00:00
46b3fe1c-0a90-4d9d-b5de-c7f212743aa8,acct-649,24390.04,GBP,417,2026-09-19 09:06:15.580694+00:00
26149bb4-5f9a-42d9-aa66-73b5d40995bf,acct-666,57479.36,GBP,6122,2026-09-19 09:06:15.580694+00:00
e66d1881-ade5-43a7-a007-b4201d28b6fb,acct-368,88289.52,INR,3078,2026-09-19 09:06:15.580694+00:00
a4ed62dc-f62f-43ba-a391-85baa16f66ea,acct-841,10846.85,INR,4285,2026-09-19 09:06:15.580694+00:00
f2ef9096-86ed-4a60-b1a6-96372683309a,acct-228,17559.46,INR,5352,2026-09-19 09:06:15.580694+00:00
6e02b60c-5847-4c8e-9885-64a90cd9355d,acct-737,14978.02,INR,9446,2026-09-19 09:06:15.580694+00:00
f810b705-669a-4cfe-9c64-6ddae7780e24,acct-983,54199.23,GBP,4588,2026-09-19 09:06:15.580694+00:00
dac7e8b3-1b67-4e8e-88b3-0dc0c3f60d1f,acct-964,69364.26,USD,6361,2026-09-19 09:06:15.580694+00:00
c19b578d-0e7f-4314-8a9c-65adae0f58bf,acct-114,68063.88,EUR,9607,2026-09-19 09:06:15.580694+00:00
29f22020-c7fd-4cb5-b7bd-0b1f2c20b43e,acct-652,42671.4,EUR,2730,2026-09-19 09:06:15.580694+00:00
a3854dc3-c44f-4879-930d-7a74094d71f6,acct-874,44985.01,EUR,4869,2026-09-19 09:06:15.580694+00:00
e6eefb15-3077-42e0-b50e-21313e78ec29,acct-521,38858.9,GBP,7967,2026-09-19 09:06:15.580694+00:00
d8df343c-70df-4cc0-abb9-275a1cdba4ff,acct-229,34191.27,USD,630,2026-09-19 09:06:15.580694+00:00
dd89ea36-483d-4c49-8bae-bf383c48f863,acct-557,80733.6,GBP,2973,2026-09-19 09:06:15.580694+00:00
682b867e-4021-4baf-85b0-9baa3f0b3dd1,acct-367,68639.79,INR,9448,2026-09-19 09:06:15.580694+00:00
b8655a17-8910-4570-944e-5c323a0c933c,acct-984,73682.5,INR,466,2026-09-19 09:06:15.580694+00:00
c8e8c10f-8d87-4ffc-af19-efa39beea6b8,acct-126,71765.51,EUR,1967,2026-09-19 09:06:15.580694+00:00
a9155743-d23d-45f8-be11-b02d5a8fd8e0,acct-386,3652.69,USD,8240,2026-09-19 09:06:15.580694+00:00
e618048e-c0b3-4cb1-ade1-36bb4ecac798,acct-519,21108.45,EUR,2584,2026-09-19 09:06:15.580694+00:00
8572785a-f2a5-494e-ae36-e2c946bec22d,acct-421,64319.58,INR,8050,2026-09-19 09:06:15.580694+00:00
